display,encoding_trial_num,group,trial_num,encoding_sentence.arms_cook,encoding_sentence.musi_cook,encoding_sentence.gems_cook,encoding_sentence.arms_cars,encoding_sentence.musi_cars,encoding_sentence.gems_cars,encoding_sentence.arms_dino,encoding_sentence.musi_dino,encoding_sentence.gems_dino,pic_a.arms_cook,pic_a.musi_cook,pic_a.gems_cook,pic_a.arms_cars,pic_a.musi_cars,pic_a.gems_cars,pic_a.arms_dino,pic_a.musi_dino,pic_a.gems_dino,pic_b.arms_cook,pic_b.musi_cook,pic_b.gems_cook,pic_b.arms_cars,pic_b.musi_cars,pic_b.gems_cars,pic_b.arms_dino,pic_b.musi_dino,pic_b.gems_dino
memorise,21,academic,11,"Some members of an Ancient Egyptian sect worshipping the crocodile wore crocodile skin as ceremonial armor, as they believed soldiers could inherit a crocodile's strength by wearing it into battle. When Egypt was eventually conquered by the Roman Empire, some Roman soldiers stationed in Egypt joined this crocodile cult as they integrated into local customs.","During the Baroque period lute varieties of many different sizes were made to occupy all parts of a chamber ensemble. One of these was the theorbo, a 14-stringed lute that could reach a total length of up to 180 cm/6 ft. The theorbo was distinct from other lutes in that it had re-entrant tuning, where the top two strings were tuned slightly lower than the third and fourth strings, instead of continuously ascending in pitch.","Small gem-quality crystals usually grow gradually in igneous rocks as magma cools. However, not all igneous gems grow this way. Larger gems can grow on pegmatites, or igneous rocks formed near pockets of superheated water. Ions in these water pockets move around much more freely than they can in magma, allowing huge crystals to form. Pegmatites hold the largest crystals found in igneous rock, with the biggest crystals on record weighing over one ton.","Some members of an Ancient Egyptian sect worshipping the crocodile wore crocodile skin as ceremonial armor, as they believed soldiers could inherit a crocodile's strength by wearing it into battle. When Egypt was eventually conquered by the Roman Empire, some Roman soldiers stationed in Egypt joined this crocodile cult as they integrated into local customs.","During the Baroque period lute varieties of many different sizes were made to occupy all parts of a chamber ensemble. One of these was the theorbo, a 14-stringed lute that could reach a total length of up to 180 cm/6 ft. The theorbo was distinct from other lutes in that it had re-entrant tuning, where the top two strings were tuned slightly lower than the third and fourth strings, instead of continuously ascending in pitch.","Small gem-quality crystals usually grow gradually in igneous rocks as magma cools. However, not all igneous gems grow this way. Larger gems can grow on pegmatites, or igneous rocks formed near pockets of superheated water. Ions in these water pockets move around much more freely than they can in magma, allowing huge crystals to form. Pegmatites hold the largest crystals found in igneous rock, with the biggest crystals on record weighing over one ton.","Some members of an Ancient Egyptian sect worshipping the crocodile wore crocodile skin as ceremonial armor, as they believed soldiers could inherit a crocodile's strength by wearing it into battle. When Egypt was eventually conquered by the Roman Empire, some Roman soldiers stationed in Egypt joined this crocodile cult as they integrated into local customs.","During the Baroque period lute varieties of many different sizes were made to occupy all parts of a chamber ensemble. One of these was the theorbo, a 14-stringed lute that could reach a total length of up to 180 cm/6 ft. The theorbo was distinct from other lutes in that it had re-entrant tuning, where the top two strings were tuned slightly lower than the third and fourth strings, instead of continuously ascending in pitch.","Small gem-quality crystals usually grow gradually in igneous rocks as magma cools. However, not all igneous gems grow this way. Larger gems can grow on pegmatites, or igneous rocks formed near pockets of superheated water. Ions in these water pockets move around much more freely than they can in magma, allowing huge crystals to form. Pegmatites hold the largest crystals found in igneous rock, with the biggest crystals on record weighing over one ton.",arms11a.jpeg,,gems11a.jpeg,arms11a.jpeg,,gems11a.jpeg,arms11a.jpeg,,gems11a.jpeg,arms11b.jpeg,,gems11b.jpeg,arms11b.jpeg,,gems11b.jpeg,arms11b.jpeg,,gems11b.jpeg
memorise,22,nonacademic,11,"A galantine is a classic French dish for preserving meat, dating from the 1700s. To make a galantine, a whole chicken is de-boned, and the meat ground and mixed with other meats and toppings like pistachio nuts, olives, and truffles, and formed into a symmetrical loaf. The loaf is then stuffed back into the chicken skin and cooked in stock. Once complete, the dish resembles a meat-wrapped pate, and can be kept at room temperature for several days.","A galantine is a classic French dish for preserving meat, dating from the 1700s. To make a galantine, a whole chicken is de-boned, and the meat ground and mixed with other meats and toppings like pistachio nuts, olives, and truffles, and formed into a symmetrical loaf. The loaf is then stuffed back into the chicken skin and cooked in stock. Once complete, the dish resembles a meat-wrapped pate, and can be kept at room temperature for several days.","A galantine is a classic French dish for preserving meat, dating from the 1700s. To make a galantine, a whole chicken is de-boned, and the meat ground and mixed with other meats and toppings like pistachio nuts, olives, and truffles, and formed into a symmetrical loaf. The loaf is then stuffed back into the chicken skin and cooked in stock. Once complete, the dish resembles a meat-wrapped pate, and can be kept at room temperature for several days.","Automatic transmissions use a special gear called a planetary gear to transmit different speeds from the engine to the wheels. A planetary gear allows multiple gear ratios with a single set of gears, making it a good fit for a car with several speeds (and one reverse). These gears are found in many other appliances, including electric screwdrivers.","Automatic transmissions use a special gear called a planetary gear to transmit different speeds from the engine to the wheels. A planetary gear allows multiple gear ratios with a single set of gears, making it a good fit for a car with several speeds (and one reverse). These gears are found in many other appliances, including electric screwdrivers.","Automatic transmissions use a special gear called a planetary gear to transmit different speeds from the engine to the wheels. A planetary gear allows multiple gear ratios with a single set of gears, making it a good fit for a car with several speeds (and one reverse). These gears are found in many other appliances, including electric screwdrivers.","One unusual form of trace fossil is the coprolite, or fossilized fecal matter. While it is difficult to determine exactly what species of prehistoric animal might have excreted the coprolite, size and shape can be a helpful clue. For example, prehistoric (and modern) sharks have characteristic spiral-shaped intestines. Thus, spiral-shaped coprolites found near fossils of other aquatic creatures are likely to have come from ancient shark ancestors.","One unusual form of trace fossil is the coprolite, or fossilized fecal matter. While it is difficult to determine exactly what species of prehistoric animal might have excreted the coprolite, size and shape can be a helpful clue. For example, prehistoric (and modern) sharks have characteristic spiral-shaped intestines. Thus, spiral-shaped coprolites found near fossils of other aquatic creatures are likely to have come from ancient shark ancestors.","One unusual form of trace fossil is the coprolite, or fossilized fecal matter. While it is difficult to determine exactly what species of prehistoric animal might have excreted the coprolite, size and shape can be a helpful clue. For example, prehistoric (and modern) sharks have characteristic spiral-shaped intestines. Thus, spiral-shaped coprolites found near fossils of other aquatic creatures are likely to have come from ancient shark ancestors.",cook11a.jpeg,cook11a.jpeg,cook11a.jpeg,cars11a.jpeg,cars11a.jpeg,cars11a.jpeg,dino11a.jpeg,dino11a.jpeg,dino11a.jpeg,cook11b.jpeg,cook11b.jpeg,cook11b.jpeg,cars11b.png,cars11b.png,cars11b.png,dino11b.jpeg,dino11b.jpeg,dino11b.jpeg
memorise,23,academic,12,"Lamellar armor, which was popular across Eurasia from BCE through the Middle Ages, is made of small plates laced together with twine or cord to form flexible armor. Lamellar armor is often confused with similar-looking scale armor. Scale plates are laced to a cloth backing, producing a ""scaly"" garment. Meanwhile, lamellar plates are laced only to each other, producing armor that was often (but not necessarily) worn over cloth undergarments.","The viola d'amore, or the ""viol of love"", was a Baroque stringed instrument played under the chin like a violin. The viola d'amore had 6 or 7 main strings, as well as several sympathetic strings, distinguishing it from the violin. Sympathetic strings, also found on many South Asian instruments, are not directly ""played"" but vibrate when nearby main strings are played, creating a silvery drone that accompanies the melody.","Each variety of crystal typically has a predictable, characteristic external shape, called the crystal's habit, depending on the crystal's internal structure and external growing conditions. For example, the mineral rutile typically shows an acicular habit, with long, thin, needle-like crystals, usually embedded inside other minerals like quartz.","Lamellar armor, which was popular across Eurasia from BCE through the Middle Ages, is made of small plates laced together with twine or cord to form flexible armor. Lamellar armor is often confused with similar-looking scale armor. Scale plates are laced to a cloth backing, producing a ""scaly"" garment. Meanwhile, lamellar plates are laced only to each other, producing armor that was often (but not necessarily) worn over cloth undergarments.","The viola d'amore, or the ""viol of love"", was a Baroque stringed instrument played under the chin like a violin. The viola d'amore had 6 or 7 main strings, as well as several sympathetic strings, distinguishing it from the violin. Sympathetic strings, also found on many South Asian instruments, are not directly ""played"" but vibrate when nearby main strings are played, creating a silvery drone that accompanies the melody.","Each variety of crystal typically has a predictable, characteristic external shape, called the crystal's habit, depending on the crystal's internal structure and external growing conditions. For example, the mineral rutile typically shows an acicular habit, with long, thin, needle-like crystals, usually embedded inside other minerals like quartz.","Lamellar armor, which was popular across Eurasia from BCE through the Middle Ages, is made of small plates laced together with twine or cord to form flexible armor. Lamellar armor is often confused with similar-looking scale armor. Scale plates are laced to a cloth backing, producing a ""scaly"" garment. Meanwhile, lamellar plates are laced only to each other, producing armor that was often (but not necessarily) worn over cloth undergarments.","The viola d'amore, or the ""viol of love"", was a Baroque stringed instrument played under the chin like a violin. The viola d'amore had 6 or 7 main strings, as well as several sympathetic strings, distinguishing it from the violin. Sympathetic strings, also found on many South Asian instruments, are not directly ""played"" but vibrate when nearby main strings are played, creating a silvery drone that accompanies the melody.","Each variety of crystal typically has a predictable, characteristic external shape, called the crystal's habit, depending on the crystal's internal structure and external growing conditions. For example, the mineral rutile typically shows an acicular habit, with long, thin, needle-like crystals, usually embedded inside other minerals like quartz.",arms12a.jpeg,,gems12a.jpeg,arms12a.jpeg,,gems12a.jpeg,arms12a.jpeg,,gems12a.jpeg,arms12b.jpeg,,gems12b.png,arms12b.jpeg,,gems12b.png,arms12b.jpeg,,gems12b.png
memorise,24,nonacademic,12,"Often found in cans and jars in Middle Eastern markets, harissa is a fiery-hot sauce made from roasted chiles, garlic, cumin, coriander, caraway, and olive oil. The sauce originated in Tunisia and is traditionally used to accompany a couscous, but it is also used to flavor soups, stews, and other dishes.","Often found in cans and jars in Middle Eastern markets, harissa is a fiery-hot sauce made from roasted chiles, garlic, cumin, coriander, caraway, and olive oil. The sauce originated in Tunisia and is traditionally used to accompany a couscous, but it is also used to flavor soups, stews, and other dishes.","Often found in cans and jars in Middle Eastern markets, harissa is a fiery-hot sauce made from roasted chiles, garlic, cumin, coriander, caraway, and olive oil. The sauce originated in Tunisia and is traditionally used to accompany a couscous, but it is also used to flavor soups, stews, and other dishes.","Vehicles need the engine and transmission to be able to spin independently, to shift gears or stop the wheels while the engine is running. In a manual vehicle, the clutch connects the engine and the transmission. A heavy flywheel, that is powered by the engine, is connected to the clutch plate, which turns with the transmission. When the clutch pedal is depressed, the clutch plate releases from the flywheel, letting the engine spin disconnected from the transmission.","Vehicles need the engine and transmission to be able to spin independently, to shift gears or stop the wheels while the engine is running. In a manual vehicle, the clutch connects the engine and the transmission. A heavy flywheel, that is powered by the engine, is connected to the clutch plate, which turns with the transmission. When the clutch pedal is depressed, the clutch plate releases from the flywheel, letting the engine spin disconnected from the transmission.","Vehicles need the engine and transmission to be able to spin independently, to shift gears or stop the wheels while the engine is running. In a manual vehicle, the clutch connects the engine and the transmission. A heavy flywheel, that is powered by the engine, is connected to the clutch plate, which turns with the transmission. When the clutch pedal is depressed, the clutch plate releases from the flywheel, letting the engine spin disconnected from the transmission.","Small, polished stones may sometimes be found in or near fossilized dinosaur rib cages. These stone trace fossils are believed to be preserved stomach stones, known as gastroliths. Like modern birds and reptiles, dinosaurs may have swallowed these stones to help grind up food in their digestive tracts.","Small, polished stones may sometimes be found in or near fossilized dinosaur rib cages. These stone trace fossils are believed to be preserved stomach stones, known as gastroliths. Like modern birds and reptiles, dinosaurs may have swallowed these stones to help grind up food in their digestive tracts.","Small, polished stones may sometimes be found in or near fossilized dinosaur rib cages. These stone trace fossils are believed to be preserved stomach stones, known as gastroliths. Like modern birds and reptiles, dinosaurs may have swallowed these stones to help grind up food in their digestive tracts.",cook12a.jpeg,cook12a.jpeg,cook12a.jpeg,cars12a.jpeg,cars12a.jpeg,cars12a.jpeg,dino12a.jpeg,dino12a.jpeg,dino12a.jpeg,cook12b.jpeg,cook12b.jpeg,cook12b.jpeg,cars12b.jpeg,cars12b.jpeg,cars12b.jpeg,dino12b.jpeg,dino12b.jpeg,dino12b.jpeg
memorise,25,academic,13,"Aztec warriors wielded the macuahuitl, a flat wooden club edged with obsidian blades that could be used like a sword for slashing. While the Spanish described the macuahuitl as a broadsword, it came in many sizes, from smaller clubs with blades along only one edge, to huge two-handed versions more like a polearm than a sword.","A hurdy-gurdy is a box-shaped Baroque French folk instrument played by turning a wheel that rubs under a set of strings, making a droning sound similar to playing strings with a bow. Like an accordion, notes are sounded on the hurdy-gurdy by pressing keys on a keyboard attached to the strings. A hurdy-gurdy could have over 80 moving parts, making it quite a formidable instrument to use and maintain.","Stones like hematite and malachite often show a botryoidal habit, named for the Greek for ""bunch of grapes"". This habit occurs when tiny crystals grow in spherical masses around some irregular shape, like a rough rock surface. As these bubble-like crystals grow and intersect with one another, they start to resemble their namesake fruit.","Aztec warriors wielded the macuahuitl, a flat wooden club edged with obsidian blades that could be used like a sword for slashing. While the Spanish described the macuahuitl as a broadsword, it came in many sizes, from smaller clubs with blades along only one edge, to huge two-handed versions more like a polearm than a sword.","A hurdy-gurdy is a box-shaped Baroque French folk instrument played by turning a wheel that rubs under a set of strings, making a droning sound similar to playing strings with a bow. Like an accordion, notes are sounded on the hurdy-gurdy by pressing keys on a keyboard attached to the strings. A hurdy-gurdy could have over 80 moving parts, making it quite a formidable instrument to use and maintain.","Stones like hematite and malachite often show a botryoidal habit, named for the Greek for ""bunch of grapes"". This habit occurs when tiny crystals grow in spherical masses around some irregular shape, like a rough rock surface. As these bubble-like crystals grow and intersect with one another, they start to resemble their namesake fruit.","Aztec warriors wielded the macuahuitl, a flat wooden club edged with obsidian blades that could be used like a sword for slashing. While the Spanish described the macuahuitl as a broadsword, it came in many sizes, from smaller clubs with blades along only one edge, to huge two-handed versions more like a polearm than a sword.","A hurdy-gurdy is a box-shaped Baroque French folk instrument played by turning a wheel that rubs under a set of strings, making a droning sound similar to playing strings with a bow. Like an accordion, notes are sounded on the hurdy-gurdy by pressing keys on a keyboard attached to the strings. A hurdy-gurdy could have over 80 moving parts, making it quite a formidable instrument to use and maintain.","Stones like hematite and malachite often show a botryoidal habit, named for the Greek for ""bunch of grapes"". This habit occurs when tiny crystals grow in spherical masses around some irregular shape, like a rough rock surface. As these bubble-like crystals grow and intersect with one another, they start to resemble their namesake fruit.",arms13a.png,,gems13a.png,arms13a.png,,gems13a.png,arms13a.png,,gems13a.png,arms13b.png,,gems13b.jpeg,arms13b.png,,gems13b.jpeg,arms13b.png,,gems13b.jpeg
memorise,26,nonacademic,13,"An involtino is a rolled slice of meat, fish, or vegetable, commonly eggplant, cooked with filling inside. Involtini are the Italian cousin of the French roulade. Sicilian braciole, seared and braised rolls of sliced steak stuffed with filling, are one well-known variety of involtini.","An involtino is a rolled slice of meat, fish, or vegetable, commonly eggplant, cooked with filling inside. Involtini are the Italian cousin of the French roulade. Sicilian braciole, seared and braised rolls of sliced steak stuffed with filling, are one well-known variety of involtini.","An involtino is a rolled slice of meat, fish, or vegetable, commonly eggplant, cooked with filling inside. Involtini are the Italian cousin of the French roulade. Sicilian braciole, seared and braised rolls of sliced steak stuffed with filling, are one well-known variety of involtini.","Instead of a clutch, automatic transmission vehicles use a torque converter to connect the engine to the transmission. The engine and the transmission are not connected with gears, but instead with transmission fluid inside the torque converter. The fluid acts like a ""soft"" gear, which allows the engine to spin somewhat independently of the transmission.","Instead of a clutch, automatic transmission vehicles use a torque converter to connect the engine to the transmission. The engine and the transmission are not connected with gears, but instead with transmission fluid inside the torque converter. The fluid acts like a ""soft"" gear, which allows the engine to spin somewhat independently of the transmission.","Instead of a clutch, automatic transmission vehicles use a torque converter to connect the engine to the transmission. The engine and the transmission are not connected with gears, but instead with transmission fluid inside the torque converter. The fluid acts like a ""soft"" gear, which allows the engine to spin somewhat independently of the transmission.","Two early American paleontologists, Othniel Charles Marsh and Edward Drinker Cope, fought for scientific glory in the late 1800s. Their rivalry, often referred to as the ""Bone Wars"", ranged from racing to publish research papers first to sending spies to sabotage each other's digs. Eventually, though they both made major contributions to science, both men were nearly bankrupt from years of fighting.","Two early American paleontologists, Othniel Charles Marsh and Edward Drinker Cope, fought for scientific glory in the late 1800s. Their rivalry, often referred to as the ""Bone Wars"", ranged from racing to publish research papers first to sending spies to sabotage each other's digs. Eventually, though they both made major contributions to science, both men were nearly bankrupt from years of fighting.","Two early American paleontologists, Othniel Charles Marsh and Edward Drinker Cope, fought for scientific glory in the late 1800s. Their rivalry, often referred to as the ""Bone Wars"", ranged from racing to publish research papers first to sending spies to sabotage each other's digs. Eventually, though they both made major contributions to science, both men were nearly bankrupt from years of fighting.",cook13a.jpeg,cook13a.jpeg,cook13a.jpeg,cars13a.jpeg,cars13a.jpeg,cars13a.jpeg,dino13a.jpeg,dino13a.jpeg,dino13a.jpeg,cook13b.png,cook13b.png,cook13b.png,cars13b.jpeg,cars13b.jpeg,cars13b.jpeg,dino13b.jpeg,dino13b.jpeg,dino13b.jpeg
memorise,27,academic,14,"During the 1400s and early 1500s, the Inca empire ruled over much of the Andes highlands, stretching from modern-day Bolivia into northern Chile. While a good deal of this land was incorporated into the empire through peaceful agreements, military conquest was key to Inca expansion. Along with bows, arrows, and hand weapons, many Inca infantry soldiers wielded the huaraca, a sling used to hurl stones at opposing armies.","The viola da gamba, or simply the viol in English, is a family of large Renaissance instruments strung like lutes, but played with a bow between the legs like cellos. ""da gamba"" is Italian for ""on the leg"", in contrast to a ""viola da braccio"", or a modern violin played on the arm. Beyond the differences in body shape and stringing between the viola da gamba and the cello, the viola da gamba has frets on the neck, unlike a cello and more like a modern guitar.","Stones with the same chemical composition often have different names for different color variations. For example, emerald is a particular green variety of the gemstone beryl, or beryllium aluminum silicate. Beryl in other colors may be classified as bluish-green aquamarine, golden heliodor, or pale pink morganite, the latter of which was named for banker and gem enthusiast J.P. Morgan.","During the 1400s and early 1500s, the Inca empire ruled over much of the Andes highlands, stretching from modern-day Bolivia into northern Chile. While a good deal of this land was incorporated into the empire through peaceful agreements, military conquest was key to Inca expansion. Along with bows, arrows, and hand weapons, many Inca infantry soldiers wielded the huaraca, a sling used to hurl stones at opposing armies.","The viola da gamba, or simply the viol in English, is a family of large Renaissance instruments strung like lutes, but played with a bow between the legs like cellos. ""da gamba"" is Italian for ""on the leg"", in contrast to a ""viola da braccio"", or a modern violin played on the arm. Beyond the differences in body shape and stringing between the viola da gamba and the cello, the viola da gamba has frets on the neck, unlike a cello and more like a modern guitar.","Stones with the same chemical composition often have different names for different color variations. For example, emerald is a particular green variety of the gemstone beryl, or beryllium aluminum silicate. Beryl in other colors may be classified as bluish-green aquamarine, golden heliodor, or pale pink morganite, the latter of which was named for banker and gem enthusiast J.P. Morgan.","During the 1400s and early 1500s, the Inca empire ruled over much of the Andes highlands, stretching from modern-day Bolivia into northern Chile. While a good deal of this land was incorporated into the empire through peaceful agreements, military conquest was key to Inca expansion. Along with bows, arrows, and hand weapons, many Inca infantry soldiers wielded the huaraca, a sling used to hurl stones at opposing armies.","The viola da gamba, or simply the viol in English, is a family of large Renaissance instruments strung like lutes, but played with a bow between the legs like cellos. ""da gamba"" is Italian for ""on the leg"", in contrast to a ""viola da braccio"", or a modern violin played on the arm. Beyond the differences in body shape and stringing between the viola da gamba and the cello, the viola da gamba has frets on the neck, unlike a cello and more like a modern guitar.","Stones with the same chemical composition often have different names for different color variations. For example, emerald is a particular green variety of the gemstone beryl, or beryllium aluminum silicate. Beryl in other colors may be classified as bluish-green aquamarine, golden heliodor, or pale pink morganite, the latter of which was named for banker and gem enthusiast J.P. Morgan.",arms14a.png,,gems14a.jpeg,arms14a.png,,gems14a.jpeg,arms14a.png,,gems14a.jpeg,arms14b.png,,gems14b.png,arms14b.png,,gems14b.png,arms14b.png,,gems14b.png
memorise,28,nonacademic,14,"Chopped parsley forms the base for several sauces used to garnish dishes. French persillade, from the word ""persil"" for parsley, is a mixture of chopped parsley, garlic, oil, and vinegar, while chimichurri from Argentina and Uruguay features red peppers and oregano over the same parsley base.","Chopped parsley forms the base for several sauces used to garnish dishes. French persillade, from the word ""persil"" for parsley, is a mixture of chopped parsley, garlic, oil, and vinegar, while chimichurri from Argentina and Uruguay features red peppers and oregano over the same parsley base.","Chopped parsley forms the base for several sauces used to garnish dishes. French persillade, from the word ""persil"" for parsley, is a mixture of chopped parsley, garlic, oil, and vinegar, while chimichurri from Argentina and Uruguay features red peppers and oregano over the same parsley base.","Torque converters are made of 4 main parts: a pump, a turbine, a stator, and transmission fluid. As the engine spins, the converter pump spins with it, making the transmission fluid spin inside the converter as well. The fluid then pushes the turbine to spin, driving the transmission. The stator redirects the transmission fluid out of the turbine back up to the pump to continue circulating.","Torque converters are made of 4 main parts: a pump, a turbine, a stator, and transmission fluid. As the engine spins, the converter pump spins with it, making the transmission fluid spin inside the converter as well. The fluid then pushes the turbine to spin, driving the transmission. The stator redirects the transmission fluid out of the turbine back up to the pump to continue circulating.","Torque converters are made of 4 main parts: a pump, a turbine, a stator, and transmission fluid. As the engine spins, the converter pump spins with it, making the transmission fluid spin inside the converter as well. The fluid then pushes the turbine to spin, driving the transmission. The stator redirects the transmission fluid out of the turbine back up to the pump to continue circulating.","Biological naming guidelines state that the oldest proposed name of an organism has priority over later ones. In 1877, Marsh coined the name Apatosaurus for a set of gigantic hip and backbones found in Colorado. Two years later, in Wyoming, Marsh named a nearly complete skeleton Brontosaurus. Yet, later comparisons revealed that both sets of bones belonged to the same species, making Apatosaurus the name for both.","Biological naming guidelines state that the oldest proposed name of an organism has priority over later ones. In 1877, Marsh coined the name Apatosaurus for a set of gigantic hip and backbones found in Colorado. Two years later, in Wyoming, Marsh named a nearly complete skeleton Brontosaurus. Yet, later comparisons revealed that both sets of bones belonged to the same species, making Apatosaurus the name for both.","Biological naming guidelines state that the oldest proposed name of an organism has priority over later ones. In 1877, Marsh coined the name Apatosaurus for a set of gigantic hip and backbones found in Colorado. Two years later, in Wyoming, Marsh named a nearly complete skeleton Brontosaurus. Yet, later comparisons revealed that both sets of bones belonged to the same species, making Apatosaurus the name for both.",cook14a.jpeg,cook14a.jpeg,cook14a.jpeg,cars14a.jpeg,cars14a.jpeg,cars14a.jpeg,dino14a.png,dino14a.png,dino14a.png,cook14b.jpeg,cook14b.jpeg,cook14b.jpeg,cars14b.jpeg,cars14b.jpeg,cars14b.jpeg,dino14b.png,dino14b.png,dino14b.png
memorise,29,academic,15,"Aboriginal peoples of Australia used boomerangs, both L-shaped returning and one-way varieties, primarily for hunting. They also had war-specific boomerangs, called wonna, but these were not considered lethal weapons until recently. In 2016, a skeleton dating from the 1200s was found with evidence of deadly boomerang injuries, suggesting that wonna could indeed deal mortal damage in battle.","During the Baroque period in Europe, dance teachers would travel to aristocratic homes to give lessons, bring instruments with them to accompany their dance students. One such was a small, narrow fiddle called a pochette, named because it was small enough to fit in one's pocket. On account of its size, the pochette could not be held under the chin like a violin, and was instead usually pressed into the chest.","Chemically identical stones may also go by different names based on their crystal structures. For example, quartz is silicon dioxide in its large crystalline form. The same material is called chalcedony when found in a microcrystalline form, which looks like rock to the naked eye but is composed of many microscopic individual crystals. Striped agate found in geodes is one particularly attractive variety of chalcedony.","Aboriginal peoples of Australia used boomerangs, both L-shaped returning and one-way varieties, primarily for hunting. They also had war-specific boomerangs, called wonna, but these were not considered lethal weapons until recently. In 2016, a skeleton dating from the 1200s was found with evidence of deadly boomerang injuries, suggesting that wonna could indeed deal mortal damage in battle.","During the Baroque period in Europe, dance teachers would travel to aristocratic homes to give lessons, bring instruments with them to accompany their dance students. One such was a small, narrow fiddle called a pochette, named because it was small enough to fit in one's pocket. On account of its size, the pochette could not be held under the chin like a violin, and was instead usually pressed into the chest.","Chemically identical stones may also go by different names based on their crystal structures. For example, quartz is silicon dioxide in its large crystalline form. The same material is called chalcedony when found in a microcrystalline form, which looks like rock to the naked eye but is composed of many microscopic individual crystals. Striped agate found in geodes is one particularly attractive variety of chalcedony.","Aboriginal peoples of Australia used boomerangs, both L-shaped returning and one-way varieties, primarily for hunting. They also had war-specific boomerangs, called wonna, but these were not considered lethal weapons until recently. In 2016, a skeleton dating from the 1200s was found with evidence of deadly boomerang injuries, suggesting that wonna could indeed deal mortal damage in battle.","During the Baroque period in Europe, dance teachers would travel to aristocratic homes to give lessons, bring instruments with them to accompany their dance students. One such was a small, narrow fiddle called a pochette, named because it was small enough to fit in one's pocket. On account of its size, the pochette could not be held under the chin like a violin, and was instead usually pressed into the chest.","Chemically identical stones may also go by different names based on their crystal structures. For example, quartz is silicon dioxide in its large crystalline form. The same material is called chalcedony when found in a microcrystalline form, which looks like rock to the naked eye but is composed of many microscopic individual crystals. Striped agate found in geodes is one particularly attractive variety of chalcedony.",arms15a.jpeg,,gems15a.jpeg,arms15a.jpeg,,gems15a.jpeg,arms15a.jpeg,,gems15a.jpeg,arms15b.png,,gems15b.jpeg,arms15b.png,,gems15b.jpeg,arms15b.png,,gems15b.jpeg
memorise,30,nonacademic,15,"Of the five ""mother"" sauces of French cooking, four sauces start with a roux, where flour is cooked in butter to form a thick sauce base. One of these mother sauces, veloute, is made by adding white stock, usually chicken, to this flour and butter roux. The starter roux should be ""white"", where the butter is cooked gently so as not to brown and darken the final sauce.","Of the five ""mother"" sauces of French cooking, four sauces start with a roux, where flour is cooked in butter to form a thick sauce base. One of these mother sauces, veloute, is made by adding white stock, usually chicken, to this flour and butter roux. The starter roux should be ""white"", where the butter is cooked gently so as not to brown and darken the final sauce.","Of the five ""mother"" sauces of French cooking, four sauces start with a roux, where flour is cooked in butter to form a thick sauce base. One of these mother sauces, veloute, is made by adding white stock, usually chicken, to this flour and butter roux. The starter roux should be ""white"", where the butter is cooked gently so as not to brown and darken the final sauce.","Since the speed of the torque converter and the engine do not exactly match in automatic transmission vehicles, some power is wasted. This partially explains why automatic cars get worse gas mileage than manual cars. To reduce this waste, some cars have a torque converter with a lockup clutch. Once the two halves of the torque converter are up to speed, they are locked in place to prevent slippage that leads to differences in speed.","Since the speed of the torque converter and the engine do not exactly match in automatic transmission vehicles, some power is wasted. This partially explains why automatic cars get worse gas mileage than manual cars. To reduce this waste, some cars have a torque converter with a lockup clutch. Once the two halves of the torque converter are up to speed, they are locked in place to prevent slippage that leads to differences in speed.","Since the speed of the torque converter and the engine do not exactly match in automatic transmission vehicles, some power is wasted. This partially explains why automatic cars get worse gas mileage than manual cars. To reduce this waste, some cars have a torque converter with a lockup clutch. Once the two halves of the torque converter are up to speed, they are locked in place to prevent slippage that leads to differences in speed.","Megalosaurus, or ""great lizard,"" was the first dinosaur to be given a species name from fossils in 1824. Dinosaurs soon became a fixture of English pop culture, and Charles Dickens even name-dropped Megalosaurus in his book ""Bleak House."" However, the early paleontologists were eager to reconstruct creatures from questionable specimens, and many fossils previously attributed to Megalosaurus have since been re-assigned to other species.","Megalosaurus, or ""great lizard,"" was the first dinosaur to be given a species name from fossils in 1824. Dinosaurs soon became a fixture of English pop culture, and Charles Dickens even name-dropped Megalosaurus in his book ""Bleak House."" However, the early paleontologists were eager to reconstruct creatures from questionable specimens, and many fossils previously attributed to Megalosaurus have since been re-assigned to other species.","Megalosaurus, or ""great lizard,"" was the first dinosaur to be given a species name from fossils in 1824. Dinosaurs soon became a fixture of English pop culture, and Charles Dickens even name-dropped Megalosaurus in his book ""Bleak House."" However, the early paleontologists were eager to reconstruct creatures from questionable specimens, and many fossils previously attributed to Megalosaurus have since been re-assigned to other species.",cook15a.jpeg,cook15a.jpeg,cook15a.jpeg,cars15a.jpeg,cars15a.jpeg,cars15a.jpeg,dino15a.jpeg,dino15a.jpeg,dino15a.jpeg,cook15b.jpeg,cook15b.jpeg,cook15b.jpeg,cars15b.jpeg,cars15b.jpeg,cars15b.jpeg,dino15b.png,dino15b.png,dino15b.png
